restaurant_name,author_name,author_url,rating,text
Eastern Eye Balti House,Stephen Mudge,https://www.google.com/maps/contrib/107893357737086417752/reviews,5,"Took advantage of the early evening \"happy hour\" and got a free drink and 20% of our mains. The food was good and we probably ordered much more than we needed. The staff were nice and attentive as well. Relaxed and welcoming."
Eastern Eye Balti House,Zachary,https://www.google.com/maps/contrib/103789845969424010679/reviews,5,Their menu  design  was amazing. They have every thing which they mention upon menu. And this is the beauty of the restaurant that they never refuse the customer demand. My favourite demand is Tandoori Chicken with different delicious sauces.\nRecommended to every one.
Eastern Eye Balti House,Allison Anne,https://www.google.com/maps/contrib/108114683542086350656/reviews,5,The Best! Good atmosphere. Hot and Spicy food in reasonable Price. Excellent way of dealing with the customers. Customer satisfaction  is their first Goal.\nHighly Recommended.
Bonoo Indian Tapas,Mr. A,https://www.google.com/maps/contrib/104379504451468289442/reviews,5,"The staff at Bonoo were amazing from the jump. We were greeted by the manager on arrival and made to feel very welcome. The food was outstanding, the service was 10/10. We were also offered complimentary mint tea after our dinner which was a lovely touch. We would recommend this restaurant to anyone looking for delicious authentic Indian food with great service. We will definitely be returning."
Bonoo Indian Tapas,A M,https://www.google.com/maps/contrib/107006138203522680190/reviews,5,Happened to find this place by chance when looking for a new Indian restaurant to try and I was glad to have found it. Every vegetarian dish was delicious and met my expectation. Service was very good with friendly hostess. Would come back again.
Bonoo Indian Tapas,Art from Heart,https://www.google.com/maps/contrib/110219760321605714336/reviews,5,"This is the best Indian restaurant in north London. The menu is exquisitely varied and the food is delicately prepared. Each dish is prepared as a tapas dish so feel free to order away and really enjoy the variety of food. There is no real protocol, the dishes are served as they are ready. The place is very inviting and tastefully decorated. Roses all around. Very inviting. Service is courteous and quick. Prices are reasonable for the quantity. We keep coming back."
Eastern Eye Balti House,Stephen Mudge,https://www.google.com/maps/contrib/107893357737086417752/reviews,5,"Took advantage of the early evening \"happy hour\" and got a free drink and 20% of our mains. The food was good and we probably ordered much more than we needed. The staff were nice and attentive as well. Relaxed and welcoming."
Eastern Eye Balti House,Zachary,https://www.google.com/maps/contrib/103789845969424010679/reviews,5,Their menu  design  was amazing. They have every thing which they mention upon menu. And this is the beauty of the restaurant that they never refuse the customer demand. My favourite demand is Tandoori Chicken with different delicious sauces.\nRecommended to every one.
Eastern Eye Balti House,Allison Anne,https://www.google.com/maps/contrib/108114683542086350656/reviews,5,The Best! Good atmosphere. Hot and Spicy food in reasonable Price. Excellent way of dealing with the customers. Customer satisfaction  is their first Goal.\nHighly Recommended.
Scarlett Green,Ali Douglas,https://www.google.com/maps/contrib/109880392984218303927/reviews,5,The food was exquisite. Really high quality and the staff were friendly. I would definitely come back. Im trying to think of a better brunch that Ive had ever...
Scarlett Green,meg bishop,https://www.google.com/maps/contrib/112846450208470690391/reviews,5,"I came here with my partner for his birthday and everything was perfect. The food was amazing, the value for money is great and the food was faultless. We had the bottomless brunch and everything was fabulous - they leave the bottle with you so you never have to chase for a top up, the food can come immediately or whenever you’re ready which is very convenient and they offer it all week! Steffan was also a great host and we look forward to returning soon. He asked what we were celebrating and ensured our desert came out with a candle and sparkler! 10/10 - would recommend for everyone - families, couples, friends, a perfect atmosphere!"
Scarlett Green,Elysha Anderson,https://www.google.com/maps/contrib/106304996700215627131/reviews,5,"I came here for a bottomless brunch a couple of months ago, and it did not disappoint. The food was delicious, and the waiter ensured our glasses were constantly full of prosecco. The waiter was so friendly and gave good recommendations. It was a great bottomless brunch experience."
The Ledbury,JFx64,https://www.google.com/maps/contrib/115126818560675028798/reviews,5,"Absolutely impeccable service, food and dining ambience. Very knowledgeable and friendly staff, every dish was well explained. The lobster was incredibly delectable. There is no fault to find with The Ledbury. Simply wonderful. Great to have you back!"
The Ledbury,e e,https://www.google.com/maps/contrib/101808193932993867327/reviews,5,"Finally, it is reopened. We absolutely loved the new menu. Crab entree, the mushroom plate and the vanilla custard were the highlights of the tasting menu for us. Chef Brett is such a humble and friendly person that he welcomes all his guests seperately and that treats them like the stars of the night, while in reality he is one. His technique, plating and matching choices are all flawless.\\nThe staff’s approach to the guests is also worth noting; disciplined but genuinely welcoming at the same time. In brief, we are so glad to see Ledbury back to London’s fine dining scene."
The Ledbury,Rachel Skilbeck,https://www.google.com/maps/contrib/103625009866270956815/reviews,5,My husband and I had dinner Feb 3rd for our anniversary. A congratulations card awaited on the table when we arrived.  Gorgeous tasting menu with a number of delicious extras. Staff was friendly and unpretentious. Setting was stylish and relaxing. Looking forward to our next visit!
Indian Room,Juliet Barbe,https://www.google.com/maps/contrib/106296857513785250537/reviews,5,"We went there for a couples date in February and it was so lovely. So many vegetarian options and the staff was extremely pleasant. The food was incredible, very authentic and very quick service. We will definitely come back ! Thank you for a lovely evening"
Indian Room,Alan Weaver,https://www.google.com/maps/contrib/104423472270326186912/reviews,5,Had a lovely Indian curry and the best garlic nan bread Ive had in years. Great atmosphere with many tables taken early on a Thursday evening. Excellent table service from Shah and a lady waitress whos name I didnt get (sorry)  Definitely will be back.
Indian Room,Sandy Pickess,https://www.google.com/maps/contrib/114060122324609076093/reviews,5,"Very busy restaurant and now I know why as the food was amazing. Really generous size portions, so much so we got a doggy bag.\\nThe staff very attentive and friendly as were the  other diners.  Great night."
Fishcotheque,John Newman,https://www.google.com/maps/contrib/105283060823248785746/reviews,5,"One of the best if not THE best chippies in London. Right outside Waterloo Railway Station Main Entrance in London just South of the Waterloo Bridge there. Prices have just gone up again but this only reflects the Plague and Brexit Fishing fiasco with which these politicians seem to be or are doing as little as possible about as also with 400% energy cost rises and so forth globally now worldwide it seems too! but cooked properly in the old fashioned way, proper chips and good old fashioned cooking oil too. Well full up."
Fishcotheque,Laurence Berwick,https://www.google.com/maps/contrib/110623586043145968735/reviews,5,"Outstanding doesnt come close on how impressed I was when I stumbled purely by chance on the 2nd Best Fish and Chip Shop in London, the name appealed from the start and I was pleasantly surprised that they had a good music mix playing as the name had suggested, located almost opposite Waterloo station, if you blink you might miss it and that would be a big mistake if you want to have a great meal possibly before travelling, I was in the area with my friend from the suburbs for an appointment she had and we hadnt eaten since breakfast, it was already 3pm and we needed a big late lunch, we had a small wait for our food as they cook to order and it was definitely well worth the small wait, my friend ordered Cod and Chips, I ordered Rock and Chips, we washed it down with a Cup of Tea, the portion sizes are huge served on a steak plate, the fish had a crunchy crispy batter and it enclosed succulent juicy fish, the chips were no less deserving and were well cooked and plentiful to the extreme, the decor is eclectic and amusing, a mix of vintage advertising signs and memorabilia to enjoy while you enjoy your meal while you listen to the music tracks playing in the background, I stumbled across this gem by chance and was rewarded by fate for finding a fish restaurant that I know I will revisit as soon as I can even if I have no reason to go to Waterloo, the food and ambience said it all, its rare to find a Great Fish and Chip Shop in London and this has to be one of the best."
Fishcotheque,Keith Hewitt,https://www.google.com/maps/contrib/116043519600055854587/reviews,4,"Closest to \"Seafront\" fish and chips Ive ever had from the city. Impressed. I expected something a little posher of the building for Waterloo, but I wasnt disappointed by the food. Will definitely be returning."
Bayleaf Restaurant,A C,https://www.google.com/maps/contrib/102838122049347291711/reviews,5,"A hidden gem! Absolutely fantastic service and the food was delicious! I couldn’t fault any of our courses, the presentation and flavours were outstanding! Would definitely visit again!!! Loved it"
Bayleaf Restaurant,Sadia Tisa,https://www.google.com/maps/contrib/117468073290515317062/reviews,5,"I went to bay leaf on valentines date.\\nI can’t explain in words how nice was the food and their customer service.\\nI can’t recall when I had such a great time last in a restaurant in london.\\nThey have the best mock-tails trust me!\\nI don’t mind to pay a amount for my food if the environment of the restaurant is beautiful, food is delicious and customer service is excellent!\\nWill definitely recommend this restaurant to all.\\nI couldn’t post the main course photos as they I have only filmed them."
Bayleaf Restaurant,Information Desk,https://www.google.com/maps/contrib/102365053731441690173/reviews,4,"Good food, good service and slightly overpriced. Definitely worth trying."
Amrutha Lounge,Courtney Caton,https://www.google.com/maps/contrib/107492488305101379925/reviews,5,"Such a lovely local spot! Id seen the heaps of great reviews on here but had to try it to believe it - truly excellent food that is great for sharing (as well as the refills!), in addition to such genuine and lovely service. Want to recommend, yet also want this place to stay a secret for those in the know!"
Amrutha Lounge,jubed,https://www.google.com/maps/contrib/108374497554031759385/reviews,5,My first vegan restaurant and it didnt disappoint. Packed full of flavours and very filling. The highlight however was the desserts. Absolutely delicious!\n\nWe had a really friendly and bubbly guy waiter today who gave first class service.\n\nHighly recommend.
Amrutha Lounge,Kri Kris,https://www.google.com/maps/contrib/105021957886457025775/reviews,4,"Found this place by chance. Ordered pakora to have as snack. The man , sorry already forgotten your name, put few more items in to box to taste. All are delicious. You guys should sell a lunch box like this. Definitely visit the place again to taste other snacks and dishes ."
The Peasant,Katharina Bergerhoff,https://www.google.com/maps/contrib/101631458368812184155/reviews,3,"This place came recommended to me for a great Sunday roast so maybe my expectations were a bit high. The potatoes, Yorkshire pudding, gravy and red cabbage were good, the other vegetables unfortunately undercooked and we tried the beef and the pork roasts: the beef was average (I didnt want to finish it) and the pork so extremely fatty I couldnt eat it - but my partner ate whatever meat could be found among the fat and said it was alright.\\nThe fish and chips on the next table looked incredible though, so maybe we were a bit unlucky."
The Peasant,Rex Melville,https://www.google.com/maps/contrib/111091235494627258724/reviews,5,"Shane and I were looking for lunch, and the menu outside suggested a good array of classy dishes no dearer than some other nearby pubs.\\n\\nLight streamed through the big windows creating a welcoming ambiance, and we got menus from the friendly waitress as soon as we sat down. She scored extra points from me by turning down the loud nondescript music without hesitation when asked.\\n\\nI chose pork belly with mash and greens from the main courses, and Shane went for the bangers and mash. We werent in a heavy drinking mood so I cant comment on their range of beers and wines.\\n\\nAll the dishes were expertly cooked and presented, and my dish only £15, including veg.\\n\\nThe desserts looked great, but we were were too full, so I had just an excellent double espresso.\\n\\nI must come back often( although I didnt ask if the evening menu is more pricey)"
The Peasant,Maksym Shpachynskyi,https://www.google.com/maps/contrib/106571011892762266496/reviews,3,"Good pint, not the bad service. But I am sorry for cold dry turkey with uncooked veg and watery gravy 23 pounds its insult almost slap on a face. Want my money back"
Iznik,Tom Bennett,https://www.google.com/maps/contrib/104320823191551674332/reviews,5,"Wonderful food, wonderful service, waiting staff were so attentive and very friendly. Food was reasonably priced and delicious! Great decor and interior also, lovely colours. Highly recommended!"
The Bull Steak Expert,Gary Newsom,https://www.google.com/maps/contrib/108730503480373872523/reviews,5,"Absolutely lovely, went with a party of 5, everyone was happy."
Chamisse,K H,https://www.google.com/maps/contrib/107794082595334949848/reviews,5,"Every single item was cooked with great care and attention to detail.  This is a rare thing.  The mixed grill was so tasty.  You could tell the lamb chop was done to order.  Super fresh, juicy and perfectly pink in the middle.  Even something as simple as a side order of chips was done with care.  Nice texture and crunch to them.  The hummus was also excellent.  Again, a simple dish but all the more enjoyable when its of great quality."
Chamisse,Shelley Z,https://www.google.com/maps/contrib/117954006589452608674/reviews,5,Gorgeous food and wonderful staff.\n\nWe don’t live locally but we love it so much that we happily make the journey down to Chamisse. The staff always remember us and give my partner and I the warmest welcome.\n\nFood portions are generous and always served hot and fresh. For authentic Lebanese cuisine look no further!
Chamisse,Turcanu Teofana,https://www.google.com/maps/contrib/104264323271231373139/reviews,5,"The best meat I have eaten in my life and believe me, that’s says a lot about their food.\\n\\nI was with a group of friends and all four of us tried for the first time Lebanese food.\\nThe food was exceptional, the meat very well cooked and big potions of food. The waiter was one of the most helpful and caring person out there, he served us like we where from the family. Nice atmosphere and good, caring people.\\nThere are not words to describe the food and the effort they put in to make the best night for us.\\nGo there and you will not be disappointed!"
Muhib Indian Cuisine,Rachel Kamall,https://www.google.com/maps/contrib/105154176759719974431/reviews,5,"Really lovely food and amazing staff - shout out to Ali and team, would highly recommend the Madras as it was well balanced in terms of spice and other flavours. The only thing that stopped us from getting 5 stars was the house \"wine\" that was on offer (The Shy Pig)\\nHowever I am looking forward to coming back and trying some other dishes soon... Ive got my eye on their Bhuna for next time!"
Muhib Indian Cuisine,Sophie Nash,https://www.google.com/maps/contrib/112571332251923687760/reviews,5,"We come to this restaurant very regularly, the team are simply brilliant. Highest standard of food and service, theyre warm, friendly and very welcoming. Able to cater for vegans, weve noticed no change in price for 6+ year and they do a  superb vegetable jalfrezi. Cant find better value and quality for the price."
Muhib Indian Cuisine,Oriana Patel,https://www.google.com/maps/contrib/106187924666673673206/reviews,5,Great service and Excellent food. The staff are very kind and hospitable. We had prawn korma and lamb chops. Both delicious. Will come back. Highly recommend.
Taste Of Nawab,dianelefley,https://www.google.com/maps/contrib/112657501280288108996/reviews,5,"We ordered food from A Taste of Nawab last night. It was for 12 people. We took the written order round at 5.30 showing the meals for each couple. The food arrived on time, piping hot. Each meal was complete with the receipt. Food fantastic. The manager rang during the evening to ask if we were happy. Such a good restaurant 😀"
Taste Of Nawab,aygul misir,https://www.google.com/maps/contrib/104717598883180775402/reviews,5,"Lets just say fresh and on point. Been ordering home for few years now, after having tried so many other places, as a family this is the place for good curry and top service.\\nFirst time we actually went to dine there last week and the service was spectacular.\\nWe finished it with a lovly ice-cream dessert."
Taste Of Nawab,Mark R,https://www.google.com/maps/contrib/108839524116878401400/reviews,5,"Taste of Nawab has been our favourite Indian restaurant for over 20 years. The food is always extremely delicious and we love it there.  The restaurant is also amazing for takeaway - the delivery is quick and the food is always hot when we receive it.  I recommend it to everyone - it really is excellent.  Keep up the good work, Abdul and your fantastic team!"
Iznik,Desibaji,https://www.google.com/maps/contrib/111271047510283299318/reviews,5,"An absolutely delightful restaurant. With the most beautiful, arty charming decor. The food was to die for. Ali served us today and all I can can say is that his attention was impeccable. Will keep going back to this charming establishment for sure. Recommend highly for a truly magical experience."
Iznik,Cleo,https://www.google.com/maps/contrib/100532738419604148047/reviews,5,"Absolutely fantastic! The food was delicious, the service was so friendly, and its a lovely vibe. Couldnt recommend coming here enough!"
Augustine Kitchen,Laura Giuliani,https://www.google.com/maps/contrib/116464647328388320891/reviews,5,An absolute gem of a place. Really ought to be busier - you should go! I had a lovely evening here. Atmosphere is low key but sophisticated. Food is superb and the set 2 course menu excellent value. Wine list is almost overwhelming!
Indian Moment,keith fitzsimons,https://www.google.com/maps/contrib/104251442710242899046/reviews,5,"Never had Indian food before this. We  told the waiter and he suggested that he could pick our orders for us, which we agreed too, and we had a gorgeous starter and main each! Great food 👌"
Indian Moment,Darren L,https://www.google.com/maps/contrib/100372389746700567504/reviews,5,"Superb Indian food, one of the best in South London. Inventive food and top quality ingredients. Highly recommended."
Indian Moment,Morgan Rose,https://www.google.com/maps/contrib/108722549357187397134/reviews,5,"A decent curry and even some extra popadoms and dips received with my order. Friendly, helpful service and very quick turnaround times - will definitely buy again!"
Augustine Kitchen,Mindaugas Jakas,https://www.google.com/maps/contrib/105066690817638901263/reviews,5,"Food amazing, staff lovely! Will be back soon definitely 👍"
EaTurkish,Asad Rashid,https://www.google.com/maps/contrib/110256858015923012474/reviews,5,Been here loads of times. Never disappoints. Food always 10/10 and the customer service is  exemplary. Would highly recommend. And they have a nice variety too
EaTurkish,Fernando Villalba,https://www.google.com/maps/contrib/109278665772551881030/reviews,1,"They dont accept cards and the closest ATM is more than 10 minute walk round trip which is ridiculous, not accepting cards in 2022 and considering you have no ATMs nearby. Also sitting arrangement inside is not comfortable and only one table (but that could be forgiven if at least they accepted cards).\\n\\nFood may be amazing but I refuse to go jump through hoops just so I can pay."
The Rajdoot,Olenka Stewart,https://www.google.com/maps/contrib/116426137358542535932/reviews,5,My friends and I love eating at Rajdoot. We always have the best service and they have amazing food. Ali is so kind and helpful!
The Rajdoot,Sam Wakefield,https://www.google.com/maps/contrib/113628179193212707523/reviews,5,The absolute best curry in the area. Ali is the best host and goes above and beyond to cater for your dining experience. See you again soon
The Rajdoot,796ace,https://www.google.com/maps/contrib/117144902145830344161/reviews,5,The food is always good when I visit here for what seems to be becoming a regular occurrence. The briyani is always good and they accommodate for any requests. Ali was very helpful and welcoming.
Cafe Parisienne,Kwame Asare (Bra Kwame),https://www.google.com/maps/contrib/114396919108123220529/reviews,5,"This was one of the best restaurants I have been to in this area. The food was delicious and the service was impeccable. They have a huge selection of food and are very flexible regarding menu adjustments. More so, the host really made his guest feel special due to his hard work, friendliness and openness."
Cafe Parisienne,Osama,https://www.google.com/maps/contrib/100215926474224105880/reviews,5,"What an experience and what an amazing collection of delicious sweets! The amount of generosity and warmth in this place is indescribable. I wanted to order an apple pie but unfortunately they ran out of it, on my way out, the owner gave me an apple tart instead for free. Thanks a lot!"
Cafe Parisienne,Paul Last,https://www.google.com/maps/contrib/105189267077371085719/reviews,5,"Best breakfast I’ve had in a long time ! Fresh food and drinks to order. Friendly owner he really is an extraordinary person, him & his staff really made me feel welcome. Treated us to dessert! Lovely experience, will keep coming back (literally came back again for round 2) ."
The Rajdoot Hampstead,Nazia Hirjee,https://www.google.com/maps/contrib/100814402356116370904/reviews,5,"This restaurant is ace. We turned up a bit last minute and they found us a table. The menu is fab, we really enjoyed our food. The service is excellent, it’s a lovely friendly atmosphere. I will definitely go back to this restaurant."
The Rajdoot Hampstead,Jonathan Laznik,https://www.google.com/maps/contrib/113584968934080704094/reviews,2,"We ate 3 mains ,3 sides and 2 starters - nothing was good. The food was not fresh , the restaurant empty during Sunday lunch. The service is good and the decor is nice. I would not recommend."
The Rajdoot Hampstead,Rif islam,https://www.google.com/maps/contrib/113091605904826861401/reviews,5,"We had a wonderful time & delicious lunch. The service was great. Gentlemen who served us Mr Mizan, was very professional and friendly. Definitely coming back. Highly recommend this restaurant."
The Wine Place Covent Garden,Karen Turner,https://www.google.com/maps/contrib/100714529679396824926/reviews,5,"Lovely friendly staff, great food and drink. We went for my daughters hen weekend and everyone was still talking about it on the way home.\\nThe atmosphere is great. We will be returning when we are next in London.\\nThank you for a lovely evening."
The Wine Place Covent Garden,Hardeep Parmar,https://www.google.com/maps/contrib/104480762330961313607/reviews,5,"Great hospitality from the fabulous chap who manages it. His waitress from Naples was truly welcoming, warm and entertaining. A good selection of wines and great pasta for a wine bar!\\nDefinitely recommend a visit with friends to at least enjoy good Barolo and a cheese board.\\nAttached are just some of the wines we tried and recommend"
The Wine Place Covent Garden,jacqueline joldam@aol.co.uk,https://www.google.com/maps/contrib/107172330945931297430/reviews,5,"Fabulous! Delicious pizza (they make gluten free too!) and coffee. We stopped for a quick lunch, but actually stayed for around 2 hours being entertained by a couple of string quartets and a soprano opera singer. A lovely, friendly atmosphere, good food and good entertainment - what more could you want?"
EaTurkish,Jennifer Agyare,https://www.google.com/maps/contrib/113612766575158005253/reviews,5,"Hands down the best Turkish in town! Staff are so friendly, food is fantastic and they can even handle large orders with no compromise on quality even though the shop is so popular. Definitely check these guys out, you will not be disappointed!"
The Bull Steak Expert,Lucy Stott,https://www.google.com/maps/contrib/112778317512356405827/reviews,5,We stumbled across this restaurant and discovered a secret steak heaven. The wine was delicious and the steaks the best the 4 of us had tasted. Friendly owner. Relaxed and unpretentious dining room.
Muhib Indian Cuisine,Rachel Kamall,https://www.google.com/maps/contrib/105154176759719974431/reviews,5,"Really lovely food and amazing staff - shout out to Ali and team, would highly recommend the Madras as it was well balanced in terms of spice and other flavours. The only thing that stopped us from getting 5 stars was the house \"wine\" that was on offer (The Shy Pig)\\nHowever I am looking forward to coming back and trying some other dishes soon... Ive got my eye on their Bhuna for next time!"
Muhib Indian Cuisine,Sophie Nash,https://www.google.com/maps/contrib/112571332251923687760/reviews,5,"We come to this restaurant very regularly, the team are simply brilliant. Highest standard of food and service, theyre warm, friendly and very welcoming. Able to cater for vegans, weve noticed no change in price for 6+ year and they do a  superb vegetable jalfrezi. Cant find better value and quality for the price."
